conversation_id,customer_tweet_id,support_tweet_id,customer_message,support_response,response_behavior,response_quality
105342,105342,105341,"pairing an apple watch is the most frustrating thing in the world, i feel like breaking the damn phone and watch. Taken 3 hours already and the stupid piece of crap still not working hatethisdamnshit","@139263 You’ve come to the right place. We’re happy to help get you iPhone and Apple Watch paired. Send us a DM telling us which Apple Watch model you have, the iPhone we’re working with, and the iOS version number on the iPhone. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
105344,105344,105343,why tf do i pay $800 for a fucking phone that always has problems. @115858,"@139264 You've reached the right place for support. We want you to enjoy your iPhone and we'd like to help. To start, DM us with the model of iPhone you're using and details about what's happening. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
105347,105346,105345,my phone’s updated tho 🤔 what kinda bug is this @115858 fix it https://t.co/g3DalWEd91,@139265 We're here to help find the best solution. Can you send us a DM with detials on what you're referring to? https://t.co/GDrqU22YpT,information_request,guided_escalation
105349,105349,105348,Was split-keyboard taken away in iOS 11...? I’m not able to split it on 2017 jumbo iPad Pro...,"@139266 Hey there, great question! Please check out this link, with information on how to split and move the keyboard on your iPad Pro: https://t.co/19rtmutOA8

If you're still having issues, meet us in DM, here: https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
105353,105353,105352,porque me pasa esto a mi??,@139267 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,link_resource,actionable
105353,105351,105350,Thanks,@139267 No problem.,other,other
105356,105356,105354,"Hi Apple, anything I can do to increase battery life after your software upgrades to my iPhone 6s. I’m truly concerned that I have to charge it fully twice a day just to make it on a daily basis. Thank you!","@139268 We know how vital the battery is. Please check out this article: https://t.co/TpjqFp3jxD  

DM us the result. https://t.co/GDrqU22YpT",troubleshooting,guided_escalation
105356,105355,105357,Any comment on if restarting to factory settings then downloading all software then loading back up will do anything?,@139268 Let's meet in Direct Message to continue. https://t.co/GDrqU22YpT,dm_escalation,generic_escalation
105361,105361,105360,"iPhone don’t even need to fix that letter i glitch anymore, I️ see a question box and I️ already know what It is smh... y’all takin forever @115858","@139269 We're here for you. Let's get you updated to iOS 11.1.2 to see if the issue persists. 
You can find instructions for updating here: https://t.co/80YRnjDFDk",troubleshooting,actionable
105364,105364,105362,Missing my voicemail on iOS11. It just says “call voicemail” what the hell....,@139270 This usually indicates that it needs to be set up. This would be best handled by your carrier.,other,other
105367,105367,105365,AppleSupport Since Sierra update (10.12.6) mouse & keyboard constantly losing/regaining bluetooth esp in FCPX. Bought wired set up & even then Mac freezes on occasions. Out of pocket by €300 with this upgrade and doesn't function properly - Any suggestions,"@139271 Thanks for reaching out. We know how important it is to have your Mac working as expected. We'd like some details to assist. Are these issues currently occurring on 10.12.6 or have you updated to High Sierra? Also, let us know the Mac model you're using.",troubleshooting,actionable
105367,105366,105368,Thanks for reply. These issues occurring on 10.12.6 since upgrading from El Capitan. (I didn't experience these problems in El Cap) Nervous about updating to High Sierra (I had to replace an unsupported audio interface on last upgrade) I have a mid 2011 iMac 21.5 inch,"@139271 Our pleasure. Since the issues began are there any steps you've attempted or have you ran a hardware test? If not, we recommend doing so now. Keep us posted on the results. https://t.co/yIWR4sw2u7",troubleshooting,actionable
105367,105369,105371,Ok thanks - yes I have that - I hadn’t opened it but I’ll follow along and get back to you.,"@139271 Excellent, thank you for confirming. Let us know the results or if you run into any issues, DM us using the link below and we'll continue. https://t.co/GDrqU22YpT",dm_escalation,guided_escalation
105367,105370,105372,I’ve tried trashing Bluetooth prefs - but this didn’t help. Could you please explain how to run the hardware test?,"@139271 Absolutely, there are a few steps involved. Are you able to open the article we previously sent? If so, the steps are there. If you have any issue viewing the article send us a DM with the link below and we'll provide them for you. https://t.co/GDrqU22YpT",information_request,guided_escalation
105374,105374,105373,"my watch is running really slow, it’s up to date, I’ve restarted it, turned it on and off, not sure what else I can do?",@139272 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you there. https://t.co/GDrqU22YpT,dm_escalation,guided_escalation
105376,105376,105375,dear my phone screen stays on all the time despite my 30 sec. auto-lock settings - version 11.1.2,"@139273 You’re in the right place for help. Since noticing this, have you had a chance to restart your iPhone? This simple step can resolve some minor issues with the device.",troubleshooting,actionable
105382,105382,105381,"3 updates now and still have not fixed the problem of swiping up and being able to turn off or on WiFi and Bluetooth, why. Samsung is becoming more attractive everyday.","@139274 In iOS 11 and later, when you toggle the Wi-Fi or Bluetooth buttons in Control Center, your device will immediately disconnect from Wi-Fi and Bluetooth accessories. Both Wi-Fi and Bluetooth will continue to be available. More info here: https://t.co/G7BHuQnDS6",link_resource,actionable
105382,105380,105379,When you turn it off from the settings it says “off” and does not connect randomly. If you turn it off from the control centre it says “not connected” in the settings and connects sometimes randomly.,"@139274 This is expected behavior with the iOS 11 updates. The Control Center function is a quick disconnect feature that will only disconnect your current connection. To disable, you'll want to go into your settings. For more information, please visit: https://t.co/G7BHuQnDS6",troubleshooting,actionable
105382,105378,105377,"So like I said from the start you can’t turn it off fully from the control centre. “If you want to completely disable Wi-Fi and Bluetooth for all networks and devices, follow these steps: To turn off Wi-Fi, go to Settings > Wi-Fi and turn off Wi-Fi.”",@139274 That's correct. We just wanted to make sure that we let you know. Go ahead and DM us which iPhone and iOS version you're using and we'll continue there. You can find the version by going to Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT,troubleshooting,guided_escalation
105384,105384,105383,My phone been freezing like no tomorrow since that last update fix my damn phone @115858,@139275 We certainly do not like to hear that. Can you confirm your iOS version in DM for us? https://t.co/GDrqU22YpT,information_request,guided_escalation
